"titulo","resumen","categoria","autor","fecha","link"
"Miles de turcos protestan por el arresto del principal rival de Erdogan","
 Cientos de miles de personas se movilizaron en la tercera ...","Mundo","AFP","21 de marzo de 2025","https://www.la-razon.com/mundo/2025/03/21/miles-de-turcos-protestan-por-el-arresto-del-principal-rival-de-erdogan/"
"ANH detalla desvío ilegal de combustible en Caranavi tras hallazgo de cisternas","
 Las autoridades identificaron desconexión de GPS y falta de hoja ...","Economía","Daniel Zenteno","21 de marzo de 2025","https://www.la-razon.com/economia/2025/03/21/1050417/"
"Morales acusa a Arce de conocer la situación del gas y no hacer observaciones","
 El exmandatario considera que el actual presidente intenta “lavarse las ...","Economía","Daniel Zenteno","21 de marzo de 2025","https://www.la-razon.com/economia/2025/03/21/morales-acusa-a-arce-de-conocer-la-situacion-del-gas-y-no-hacer-observaciones/"
"Pese al acuerdo, Choferes dan plazo de 48 horas para destitución de autoridades","
 Caso contrario, el sector del transporte acatará el paro de ...","Economía","Daniel Zenteno","21 de marzo de 2025","https://www.la-razon.com/economia/2025/03/21/pese-al-acuerdo-choferes-dan-plazo-de-48-horas-para-destitucion-de-autoridades/"
"Falta de combustible y tarifas altas frenan el turismo interno","
 El presidente de Cabotur, Luis Ampuero, advierte que el desabastecimiento ...","Economía","Daniel Zenteno","28 de febrero de 2025","https://www.la-razon.com/economia/2025/02/28/1042115/"
"Mineros y transportistas amenazan con bloqueos si el TSJ no revisa fallo contra Soboce","
 El sector productivo exige la revisión de una sentencia que ...","Economía","Daniel Zenteno","28 de febrero de 2025","https://www.la-razon.com/economia/2025/02/28/1042116/"
"Gobierno afirma que el abastecimiento de combustibles para Carnaval está garantizado","
 El ministro de Hidrocarburos, Alejandro Gallardo, aseguró que no hay ...","Economía","Daniel Zenteno","28 de febrero de 2025","https://www.la-razon.com/economia/2025/02/28/gobierno-afirma-que-el-abastecimiento-de-combustibles-para-carnaval-esta-garantizado/"
"Al menos 15.000 transportistas afectados por falta de diésel en Santa Cruz","
 Erlan Melgar, líder del sector transporte, advierte que la escasez ...","Economía","Daniel Zenteno","28 de febrero de 2025","https://www.la-razon.com/economia/2025/02/28/al-menos-15-000-transportistas-afectados-por-falta-de-diesel-en-santa-cruz/"
"ENDE reporta utilidad récord del 123% en 2024 y avance en proyectos estratégicos","
 La estatal eléctrica invirtió más de Bs 2.344 millones en ...","Economía","Daniel Zenteno","28 de febrero de 2025","https://www.la-razon.com/economia/2025/02/28/ende-reporta-utilidad-record-del-123-en-2024-y-avance-en-proyectos-estrategicos/"
"Miles de turcos protestan por el arresto del principal rival de Erdogan","
 Cientos de miles de personas se movilizaron en la tercera ...","Mundo","AFP","21 de marzo de 2025","https://www.la-razon.com/mundo/2025/03/21/miles-de-turcos-protestan-por-el-arresto-del-principal-rival-de-erdogan/"
"ANH detalla desvío ilegal de combustible en Caranavi tras hallazgo de cisternas","
 Las autoridades identificaron desconexión de GPS y falta de hoja ...","Economía","Daniel Zenteno","21 de marzo de 2025","https://www.la-razon.com/economia/2025/03/21/1050417/"
"Morales acusa a Arce de conocer la situación del gas y no hacer observaciones","
 El exmandatario considera que el actual presidente intenta “lavarse las ...","Economía","Daniel Zenteno","21 de marzo de 2025","https://www.la-razon.com/economia/2025/03/21/morales-acusa-a-arce-de-conocer-la-situacion-del-gas-y-no-hacer-observaciones/"
"Pese al acuerdo, Choferes dan plazo de 48 horas para destitución de autoridades","
 Caso contrario, el sector del transporte acatará el paro de ...","Economía","Daniel Zenteno","21 de marzo de 2025","https://www.la-razon.com/economia/2025/03/21/pese-al-acuerdo-choferes-dan-plazo-de-48-horas-para-destitucion-de-autoridades/"
"Economistas: ‘No trates de explicar el problema, resuélvelo’","
 Según economístas, mientras la población percibe una crisis económica creciente, ...","Economía","Óscar Capriles","27 de febrero de 2025","https://www.la-razon.com/economia/2025/02/27/crisis-economica-bolivia-soluciones/"
"CAO: Escasez de diésel pone en riesgo cosecha de 2,5 millones de toneladas de granos","
 El presidente de la CAO dijo que solo para la ...","Economía","Erika Ibáñez","27 de febrero de 2025","https://www.la-razon.com/economia/2025/02/27/cao-escasez-de-diesel-pone-en-riesgo-cosecha-de-25-millones-de-toneladas-de-granos/"
"Se confirma que una misión de empresarios bolivianos visitará el puerto de Chancay en Perú","
 La visita se realizará del 19 al 21 de marzo ...","Economía","Erika Ibáñez","27 de febrero de 2025","https://www.la-razon.com/economia/2025/02/27/se-confirma-que-una-mision-de-empresarios-bolivianos-visitara-el-puerto-de-chancay-en-peru/"
"En 2024, la ASP-B movilizó 1,4 millones de toneladas de carga en puertos de Chile y Perú","
 Durante la rendición de cuentas, informó que los ingresos de ...","Economía","Erika Ibáñez","27 de febrero de 2025","https://www.la-razon.com/economia/2025/02/27/en-2024-la-asp-b-movilizo-14-millones-de-toneladas-de-carga-en-puertos-de-chile-y-peru/"
"Una aerolínea boliviana ultima trámites para volar en el país","
 El director de la DGAC dijo que el operador tiene ...","Economía","Erika Ibáñez","27 de febrero de 2025","https://www.la-razon.com/economia/2025/02/27/una-aerolinea-boliviana-ultima-tramites-para-volar-en-el-pais/"
"Miles de turcos protestan por el arresto del principal rival de Erdogan","
 Cientos de miles de personas se movilizaron en la tercera ...","Mundo","AFP","21 de marzo de 2025","https://www.la-razon.com/mundo/2025/03/21/miles-de-turcos-protestan-por-el-arresto-del-principal-rival-de-erdogan/"
"ANH detalla desvío ilegal de combustible en Caranavi tras hallazgo de cisternas","
 Las autoridades identificaron desconexión de GPS y falta de hoja ...","Economía","Daniel Zenteno","21 de marzo de 2025","https://www.la-razon.com/economia/2025/03/21/1050417/"
"Morales acusa a Arce de conocer la situación del gas y no hacer observaciones","
 El exmandatario considera que el actual presidente intenta “lavarse las ...","Economía","Daniel Zenteno","21 de marzo de 2025","https://www.la-razon.com/economia/2025/03/21/morales-acusa-a-arce-de-conocer-la-situacion-del-gas-y-no-hacer-observaciones/"
"Pese al acuerdo, Choferes dan plazo de 48 horas para destitución de autoridades","
 Caso contrario, el sector del transporte acatará el paro de ...","Economía","Daniel Zenteno","21 de marzo de 2025","https://www.la-razon.com/economia/2025/03/21/pese-al-acuerdo-choferes-dan-plazo-de-48-horas-para-destitucion-de-autoridades/"
"Incidente en avión de BoA en Cochabamba fue por ‘una falla severa’ del motor, según DGAC","
 El director de la DGAC presentó este jueves el informe ...","Economía","Erika Ibáñez","27 de febrero de 2025","https://www.la-razon.com/economia/2025/02/27/incidente-en-avion-de-boa-en-cochabamba-fue-por-una-falla-severa-del-motor-segun-dgac/"
"En tres días, se decomisan alimentos, explosivos y carburantes por más de medio millón de bolivianos","
 Los militares interceptaron un camión con 20 cajas de explosivo ...","Economía","Erika Ibáñez","27 de febrero de 2025","https://www.la-razon.com/economia/2025/02/27/en-tres-dias-se-decomisan-alimentos-explosivos-y-carburantes-por-mas-de-medio-millon-de-bolivianos/"
"Ganaderos dicen ser ‘honestos’, muestran la oferta de carne y culpan al contrabando","
 El presidente de Congabol dijo que el Gobierno es el ...","Economía","Erika Ibáñez","27 de febrero de 2025","https://www.la-razon.com/economia/2025/02/27/ganaderos-dicen-ser-honestos-muestran-la-oferta-de-carne-y-culpan-al-contrabando/"
"Montenegro dice que Arce definirá subvención de combustibles","
 El ministro de Obras Públicas, Édgar Montaño, explicó que, desde ...","Economía","Mauricio Diaz Saravia","27 de febrero de 2025","https://www.la-razon.com/economia/2025/02/27/montenegro-dice-que-arce-definira-subvencion-de-combustibles/"
"BoA habilita más vuelos a Oruro y Tarija por el Carnaval","
 Cientos de miles de personas se movilizaron en la tercera ...","Economía","Erika Ibáñez","27 de febrero de 2025","https://www.la-razon.com/economia/2025/02/27/boa-habilita-mas-vuelos-a-oruro-y-tarija-por-el-carnaval/"
"Miles de turcos protestan por el arresto del principal rival de Erdogan","
 Las autoridades identificaron desconexión de GPS y falta de hoja ...","Mundo","AFP","21 de marzo de 2025","https://www.la-razon.com/mundo/2025/03/21/miles-de-turcos-protestan-por-el-arresto-del-principal-rival-de-erdogan/"
"ANH detalla desvío ilegal de combustible en Caranavi tras hallazgo de cisternas","
 El exmandatario considera que el actual presidente intenta “lavarse las ...","Economía","Daniel Zenteno","21 de marzo de 2025","https://www.la-razon.com/economia/2025/03/21/1050417/"
"Morales acusa a Arce de conocer la situación del gas y no hacer observaciones","
 Caso contrario, el sector del transporte acatará el paro de ...","Economía","Daniel Zenteno","21 de marzo de 2025","https://www.la-razon.com/economia/2025/03/21/morales-acusa-a-arce-de-conocer-la-situacion-del-gas-y-no-hacer-observaciones/"
"Pese al acuerdo, Choferes dan plazo de 48 horas para destitución de autoridades",NA,"Economía","Daniel Zenteno","21 de marzo de 2025","https://www.la-razon.com/economia/2025/03/21/pese-al-acuerdo-choferes-dan-plazo-de-48-horas-para-destitucion-de-autoridades/"
"Siles confirma preacuerdo con productores para liberar exportación de soya","
 El viceministro Luis Siles dijo que es necesario “ajustar normativas” ...","Economía","Mauricio Diaz Saravia","27 de febrero de 2025","https://www.la-razon.com/economia/2025/02/27/siles-confirma-preacuerdo-con-productores-para-liberar-exportacion-de-soya/"
"‘Sin diésel, no hay alimentos’: productores alertan que falta de diésel amenaza la producción","
 Desde una estación de servicio sin combustible, Fegasacruz, Congabol y ...","Economía","Erika Ibáñez","27 de febrero de 2025","https://www.la-razon.com/economia/2025/02/27/sin-diesel-no-hay-alimentos-productores-alertan-que-falta-de-diesel-amenaza-la-produccion/"
"Arce acusa a Montenegro de ‘corrupto’ y éste amenaza con proceso","
 Héctor Arce y Marcelo Montenegro intercambiaron alusiones en plena sesión ...","Economía","Mauricio Diaz Saravia","27 de febrero de 2025","https://www.la-razon.com/economia/2025/02/27/arce-acusa-a-montenegro-de-corrupto-y-este-amenaza-con-proceso/"
"Contrabandistas de diésel atacan a militares y personal de la ANH en un río de Beni","
 Los contrabandistas lanzaron piedras, petardos y hasta trozos de ladrillo ...","Economía","Mauricio Diaz Saravia","27 de febrero de 2025","https://www.la-razon.com/economia/2025/02/27/contrabandistas-de-diesel-atacan-a-militares-y-personal-de-la-anh-en-un-rio-de-beni/"
"Fabriles pedirán al Gobierno un incremento salarial del 20% para este año","
 La dirigencia del sector fabril advirtió, no obstante, que ese ...","Economía","Mauricio Diaz Saravia","27 de febrero de 2025","https://www.la-razon.com/economia/2025/02/27/fabriles-pediran-al-gobierno-un-incremento-salarial-del-20-para-este-ano/"
"Miles de turcos protestan por el arresto del principal rival de Erdogan","
 Cientos de miles de personas se movilizaron en la tercera ...","Mundo","AFP","21 de marzo de 2025","https://www.la-razon.com/mundo/2025/03/21/miles-de-turcos-protestan-por-el-arresto-del-principal-rival-de-erdogan/"
"ANH detalla desvío ilegal de combustible en Caranavi tras hallazgo de cisternas","
 Las autoridades identificaron desconexión de GPS y falta de hoja ...","Economía","Daniel Zenteno","21 de marzo de 2025","https://www.la-razon.com/economia/2025/03/21/1050417/"
"Morales acusa a Arce de conocer la situación del gas y no hacer observaciones","
 El exmandatario considera que el actual presidente intenta “lavarse las ...","Economía","Daniel Zenteno","21 de marzo de 2025","https://www.la-razon.com/economia/2025/03/21/morales-acusa-a-arce-de-conocer-la-situacion-del-gas-y-no-hacer-observaciones/"
"Pese al acuerdo, Choferes dan plazo de 48 horas para destitución de autoridades","
 Caso contrario, el sector del transporte acatará el paro de ...","Economía","Daniel Zenteno","21 de marzo de 2025","https://www.la-razon.com/economia/2025/03/21/pese-al-acuerdo-choferes-dan-plazo-de-48-horas-para-destitucion-de-autoridades/"
"Central de Trabajadores anuncia movilizaciones a partir del 12 de marzo","
 El dirigente gremial, Toño Siñani, aseguró que enviaron una nota ...","Economía","Diego Montaño","27 de febrero de 2025","https://www.la-razon.com/economia/2025/02/27/central-de-trabajadores-anuncia-movilizaciones-a-partir-del-12-de-marzo/"
"Claure sobre el litio: Si Bolivia no actúa ahora, perderemos nuestra oportunidad","
 Marcelo Claure recomendó que la producción boliviana se enfoque en ...","Economía","Mauricio Diaz Saravia","27 de febrero de 2025","https://www.la-razon.com/economia/2025/02/27/claure-sobre-el-litio-si-bolivia-no-actua-ahora-perderemos-nuestra-oportunidad/"
"Tras proceso penal, se suspende actividad minera ilegal en reservas de Manuripi e Iturralde","
 La AJAM informó que realizó verificaciones e inspecciones en municipios ...","Economía","Erika Ibáñez","26 de febrero de 2025","https://www.la-razon.com/economia/2025/02/26/tras-proceso-penal-se-suspende-actividad-minera-ilegal-en-reservas-de-manuripi-e-iturralde/"
"Imputan por dos delitos a alcalde Mapiri que acopió 7.000 litros de diésel en la municipalidad","
 El edil espera su audiencia de medidas cautelares. Lo acusan ...","Economía","Erika Ibáñez","26 de febrero de 2025","https://www.la-razon.com/economia/2025/02/26/imputan-por-dos-delitos-a-alcalde-mapiri-que-acopio-7-000-litros-de-diesel-en-la-municipalidad/"
"‘Peligra la zafra’, más de 1.000 camiones están varados por falta de diésel en Santa Cruz","
 El dirigente del transporte pesado Juan Yujra dijo que los ...","Economía","Erika Ibáñez","26 de febrero de 2025","https://www.la-razon.com/economia/2025/02/26/peligra-la-zafra-mas-de-1-000-camiones-estan-varados-por-falta-de-diesel-en-santa-cruz/"
"Miles de turcos protestan por el arresto del principal rival de Erdogan","
 Cientos de miles de personas se movilizaron en la tercera ...","Mundo","AFP","21 de marzo de 2025","https://www.la-razon.com/mundo/2025/03/21/miles-de-turcos-protestan-por-el-arresto-del-principal-rival-de-erdogan/"
"ANH detalla desvío ilegal de combustible en Caranavi tras hallazgo de cisternas","
 Las autoridades identificaron desconexión de GPS y falta de hoja ...","Economía","Daniel Zenteno","21 de marzo de 2025","https://www.la-razon.com/economia/2025/03/21/1050417/"
"Morales acusa a Arce de conocer la situación del gas y no hacer observaciones","
 El exmandatario considera que el actual presidente intenta “lavarse las ...","Economía","Daniel Zenteno","21 de marzo de 2025","https://www.la-razon.com/economia/2025/03/21/morales-acusa-a-arce-de-conocer-la-situacion-del-gas-y-no-hacer-observaciones/"
"Pese al acuerdo, Choferes dan plazo de 48 horas para destitución de autoridades","
 Caso contrario, el sector del transporte acatará el paro de ...","Economía","Daniel Zenteno","21 de marzo de 2025","https://www.la-razon.com/economia/2025/03/21/pese-al-acuerdo-choferes-dan-plazo-de-48-horas-para-destitucion-de-autoridades/"
"Cooperativas mineras de La Paz en emergencia por falta de diésel, advierten con movilizarse","
 El presidente de Fecoman dijo que unas 200 cooperativas están ...","Economía","Erika Ibáñez","26 de febrero de 2025","https://www.la-razon.com/economia/2025/02/26/cooperativas-mineras-de-la-paz-en-emergencia-por-falta-de-diesel-advierten-con-movilizarse/"
"YPFB resalta que Bolivia dejó de importar urea tras duplicar producción en planta de Bulo Bulo","
 El presidente de la empresa estatal dijo que la factoría ...","Economía","Erika Ibáñez","26 de febrero de 2025","https://www.la-razon.com/economia/2025/02/26/ypfb-resalta-que-bolivia-dejo-de-importar-urea-tras-duplicar-produccion-en-planta-de-bulo-bulo/"
"Por alza de precios, fabriles plantean incremento salarial del 20% para este año","
 El secretario de Relaciones de la Confederación de Trabajadores Fabriles ...","Economía","Erika Ibáñez","26 de febrero de 2025","https://www.la-razon.com/economia/2025/02/26/por-alza-de-precios-fabriles-plantean-incremento-salarial-del-20-para-este-ano/"
"En 2024, Mi Teleférico transportó a 78,7 millones de pasajeros y recaudó Bs 220 millones","
 El gerente de la estatal informó en la Rendición de ...","Economía","Erika Ibáñez","26 de febrero de 2025","https://www.la-razon.com/economia/2025/02/26/en-2024-mi-teleferico-transporto-a-787-millones-de-pasajeros-y-recaudo-bs-220-millones/"
"La planta de Biodiésel I alcanza una producción de 13.500 toneladas en nueve meses","
 El presidente Luis Arce destacó que la Planta de Biodiésel ...","Economía","Erika Ibáñez","26 de febrero de 2025","https://www.la-razon.com/economia/2025/02/26/la-planta-de-biodiesel-i-alcanza-una-produccion-de-13-500-toneladas-en-nueve-meses/"
"Miles de turcos protestan por el arresto del principal rival de Erdogan","
 Cientos de miles de personas se movilizaron en la tercera ...","Mundo","AFP","21 de marzo de 2025","https://www.la-razon.com/mundo/2025/03/21/miles-de-turcos-protestan-por-el-arresto-del-principal-rival-de-erdogan/"
"ANH detalla desvío ilegal de combustible en Caranavi tras hallazgo de cisternas","
 Las autoridades identificaron desconexión de GPS y falta de hoja ...","Economía","Daniel Zenteno","21 de marzo de 2025","https://www.la-razon.com/economia/2025/03/21/1050417/"
"Morales acusa a Arce de conocer la situación del gas y no hacer observaciones","
 El exmandatario considera que el actual presidente intenta “lavarse las ...","Economía","Daniel Zenteno","21 de marzo de 2025","https://www.la-razon.com/economia/2025/03/21/morales-acusa-a-arce-de-conocer-la-situacion-del-gas-y-no-hacer-observaciones/"
"Pese al acuerdo, Choferes dan plazo de 48 horas para destitución de autoridades","
 Caso contrario, el sector del transporte acatará el paro de ...","Economía","Daniel Zenteno","21 de marzo de 2025","https://www.la-razon.com/economia/2025/03/21/pese-al-acuerdo-choferes-dan-plazo-de-48-horas-para-destitucion-de-autoridades/"
"Soya: Interculturales y Gobierno llegan a un preacuerdo y levantan amenaza de bloqueos","
 Un dirigente del municipio de Concepción confirmó que se acordó ...","Economía","Daniel Zenteno","26 de febrero de 2025","https://www.la-razon.com/economia/2025/02/26/1041365/"
"Bolivia supervisa depósito en puerto de Uruguay para potenciar su comercio exterior","
 El Gobierno busca optimizar la logística fluvial y ampliar el ...","Economía","Daniel Zenteno","26 de febrero de 2025","https://www.la-razon.com/economia/2025/02/26/bolivia-supervisa-deposito-en-puerto-de-uruguay-para-potenciar-su-comercio-exterior/"
"Viceministro Silva: Se siente una conexión entre ganaderos y contrabandistas","
 De igual manera, el Senasag estaría favoreciendo a los contrabandistas ...","Economía","Daniel Zenteno","26 de febrero de 2025","https://www.la-razon.com/economia/2025/02/26/1041298/"
"Falta de diésel pone en riesgo cosecha de 395.000 hectáreas de soya en San Julián","
 Los productores del municipio cruceño se declaran emergencia por la ...","Economía","Daniel Zenteno","26 de febrero de 2025","https://www.la-razon.com/economia/2025/02/26/falta-de-diesel-pone-en-riesgo-cosecha-de-395-000-hectareas-de-soya-en-san-julian/"
"YPFB impulsa 56 pozos exploratorios para reducir importación de combustibles","
 El presidente de YPFB, Armin Dorgathen, destacó que 23 pozos ...","Economía","Daniel Zenteno","26 de febrero de 2025","https://www.la-razon.com/economia/2025/02/26/1041250/"
"Miles de turcos protestan por el arresto del principal rival de Erdogan","
 Cientos de miles de personas se movilizaron en la tercera ...","Mundo","AFP","21 de marzo de 2025","https://www.la-razon.com/mundo/2025/03/21/miles-de-turcos-protestan-por-el-arresto-del-principal-rival-de-erdogan/"
"ANH detalla desvío ilegal de combustible en Caranavi tras hallazgo de cisternas","
 Las autoridades identificaron desconexión de GPS y falta de hoja ...","Economía","Daniel Zenteno","21 de marzo de 2025","https://www.la-razon.com/economia/2025/03/21/1050417/"
"Morales acusa a Arce de conocer la situación del gas y no hacer observaciones","
 El exmandatario considera que el actual presidente intenta “lavarse las ...","Economía","Daniel Zenteno","21 de marzo de 2025","https://www.la-razon.com/economia/2025/03/21/morales-acusa-a-arce-de-conocer-la-situacion-del-gas-y-no-hacer-observaciones/"
"Pese al acuerdo, Choferes dan plazo de 48 horas para destitución de autoridades","
 Caso contrario, el sector del transporte acatará el paro de ...","Economía","Daniel Zenteno","21 de marzo de 2025","https://www.la-razon.com/economia/2025/03/21/pese-al-acuerdo-choferes-dan-plazo-de-48-horas-para-destitucion-de-autoridades/"
"YPFB denuncia que Argentina no cumple con los pagos por compra de gas","
 La estatal volvió a exportar gas natural al país vecino ...","Economía","Daniel Zenteno","26 de febrero de 2025","https://www.la-razon.com/economia/2025/02/26/1041216/"
"Morales sobre Arce: Está terminando su gestión y no inició ninguna gran industria","
 El exmandatario señaló que el actual presidente entrega obras a ...","Economía","Daniel Zenteno","26 de febrero de 2025","https://www.la-razon.com/economia/2025/02/26/morales-sobre-arce-esta-terminando-su-gestion-y-no-inicio-ninguna-gran-industria/"
"YPFB critica a Argentina por no usar gasoductos bolivianos para exportar gas a Brasil","
 El presidente de YPFB, Armin Dorgathen, asegura que el gobierno ...","Economía","Daniel Zenteno","26 de febrero de 2025","https://www.la-razon.com/economia/2025/02/26/ypfb-critica-a-argentina-por-no-usar-gasoductos-bolivianos-para-exportar-gas-a-brasil/"
"Arce: En cuatro años, el Gobierno destinó $us 10.000 MM para pagar deuda externa y combustible","
 El presidente reprochó nuevamente el bloqueo de créditos en la ...","Economía","Erika Ibáñez","25 de febrero de 2025","https://www.la-razon.com/economia/2025/02/25/arce-en-cuatro-anos-el-gobierno-destino-us-10-000-mm-para-pagar-deuda-externa-y-combustible/"
"Según Arce, el Gobierno erogó $us 3.349 millones para importar combustibles en 2024","
 El presidente aseguró que adicionalmente el Tesoro General del Estado ...","Economía","Erika Ibáñez","25 de febrero de 2025","https://www.la-razon.com/economia/2025/02/25/segun-arce-el-gobierno-erogo-us-3-349-millones-para-importar-combustibles-en-2024/"
"Miles de turcos protestan por el arresto del principal rival de Erdogan","
 Cientos de miles de personas se movilizaron en la tercera ...","Mundo","AFP","21 de marzo de 2025","https://www.la-razon.com/mundo/2025/03/21/miles-de-turcos-protestan-por-el-arresto-del-principal-rival-de-erdogan/"
"ANH detalla desvío ilegal de combustible en Caranavi tras hallazgo de cisternas","
 Las autoridades identificaron desconexión de GPS y falta de hoja ...","Economía","Daniel Zenteno","21 de marzo de 2025","https://www.la-razon.com/economia/2025/03/21/1050417/"
"Morales acusa a Arce de conocer la situación del gas y no hacer observaciones","
 El exmandatario considera que el actual presidente intenta “lavarse las ...","Economía","Daniel Zenteno","21 de marzo de 2025","https://www.la-razon.com/economia/2025/03/21/morales-acusa-a-arce-de-conocer-la-situacion-del-gas-y-no-hacer-observaciones/"
"Pese al acuerdo, Choferes dan plazo de 48 horas para destitución de autoridades","
 Caso contrario, el sector del transporte acatará el paro de ...","Economía","Daniel Zenteno","21 de marzo de 2025","https://www.la-razon.com/economia/2025/03/21/pese-al-acuerdo-choferes-dan-plazo-de-48-horas-para-destitucion-de-autoridades/"
"Cívicos se suman a la demanda de abrogatoria de la disposición séptima y Ley del Litio","
 Los cívicos de Santa Cruz, La Paz, Oruro, Potosí, Tarija, ...","Economía","Erika Ibáñez","25 de febrero de 2025","https://www.la-razon.com/economia/2025/02/25/civicos-se-suman-a-la-demanda-de-abrogatoria-de-la-disposicion-septima-y-ley-del-litio/"
"La segunda planta de biodiésel, en El Alto, será inaugurada en marzo","
 El presidente de YPFB dijo que la factoría sustituirá el ...","Economía","Erika Ibáñez","25 de febrero de 2025","https://www.la-razon.com/economia/2025/02/25/la-segunda-planta-de-biodiesel-en-el-alto-sera-inaugurada-en-marzo/"
"En 2024, Bolivia logró $us 1.635 millones por renta petrolera, $us 349 millones menos que en 2023","
 El presidente de la estatal dijo que, pese al declive ...","Economía","Erika Ibáñez","25 de febrero de 2025","https://www.la-razon.com/economia/2025/02/25/en-2024-bolivia-logro-us-1-635-millones-por-renta-petrolera-us-349-millones-menos-que-en-2023/"
"Miguel Roca denuncia ‘sinvergüenzura mayúscula’ en contrat entre YLB y CBC","
 El diputado Miguel Roca criticó severamente el contrato entre Yacimientos ...","Economía","Óscar Capriles","25 de febrero de 2025","https://www.la-razon.com/economia/2025/02/25/sinverguenzura-contrato-ylb-cbc-miguel-roca/"
"YPFB atribuye a bloqueos el desfase en distribución de diésel y denuncia especulación en surtidores","
 El presidente de la empresa estatal, Armin Dorgathen, denunció que ...","Economía","Erika Ibáñez","25 de febrero de 2025","https://www.la-razon.com/economia/2025/02/25/ypfb-atribuye-a-bloqueos-el-desfase-en-distribucion-de-diesel-y-denuncia-especulacion-en-surtidores/"
"Miles de turcos protestan por el arresto del principal rival de Erdogan","
 Cientos de miles de personas se movilizaron en la tercera ...","Mundo","AFP","21 de marzo de 2025","https://www.la-razon.com/mundo/2025/03/21/miles-de-turcos-protestan-por-el-arresto-del-principal-rival-de-erdogan/"
"ANH detalla desvío ilegal de combustible en Caranavi tras hallazgo de cisternas","
 Las autoridades identificaron desconexión de GPS y falta de hoja ...","Economía","Daniel Zenteno","21 de marzo de 2025","https://www.la-razon.com/economia/2025/03/21/1050417/"
"Morales acusa a Arce de conocer la situación del gas y no hacer observaciones","
 El exmandatario considera que el actual presidente intenta “lavarse las ...","Economía","Daniel Zenteno","21 de marzo de 2025","https://www.la-razon.com/economia/2025/03/21/morales-acusa-a-arce-de-conocer-la-situacion-del-gas-y-no-hacer-observaciones/"
"Pese al acuerdo, Choferes dan plazo de 48 horas para destitución de autoridades","
 Caso contrario, el sector del transporte acatará el paro de ...","Economía","Daniel Zenteno","21 de marzo de 2025","https://www.la-razon.com/economia/2025/03/21/pese-al-acuerdo-choferes-dan-plazo-de-48-horas-para-destitucion-de-autoridades/"
"En 2024, el SOAT erogó Bs 111 millones en indemnizaciones por 20.942 accidentes","
 El gerente de UNIVida indicó que el 50,5% de accidente ...","Economía","Erika Ibáñez","25 de febrero de 2025","https://www.la-razon.com/economia/2025/02/25/en-2024-el-soat-erogo-bs-111-millones-en-indemnizaciones-por-20-942-accidentes/"
"Gobierno atribuye desaceleración del PIB a bloqueos y factores climáticos","
 El ministro de Economía, Marcelo Montenegro, justificó el crecimiento del ...","Economía","Daniel Zenteno","25 de febrero de 2025","https://www.la-razon.com/economia/2025/02/25/gobierno-atribuye-desaceleracion-del-pib-a-bloqueos-y-factores-climaticos/"
"Tras reclamos, Emapa garantiza entrega del 100% de insumos a panificadores hasta el viernes","
 El gerente de la empresa estatal dijo que a la ...","Economía","Erika Ibáñez","25 de febrero de 2025","https://www.la-razon.com/economia/2025/02/25/tras-reclamos-emapa-garantiza-entrega-del-100-de-insumos-a-panificadores-hasta-el-viernes/"
"Misión de UE y Naciones Unidas llega a Yungas para impulsar el desarrollo integral rural","
 Los embajadores de la Unión Europea en Bolivia, de Francia ...","Economía","Erika Ibáñez","25 de febrero de 2025","https://www.la-razon.com/economia/2025/02/25/mision-2/"
"Comité Multisectorial marchará desde Patacamaya contra la disposición confiscatoria","
 Movilizaciones y reuniones sectoriales se perfilan para lograr la anulación ...","Economía","Daniel Zenteno","25 de febrero de 2025","https://www.la-razon.com/economia/2025/02/25/1040801/"
"Miles de turcos protestan por el arresto del principal rival de Erdogan","
 Cientos de miles de personas se movilizaron en la tercera ...","Mundo","AFP","21 de marzo de 2025","https://www.la-razon.com/mundo/2025/03/21/miles-de-turcos-protestan-por-el-arresto-del-principal-rival-de-erdogan/"
"ANH detalla desvío ilegal de combustible en Caranavi tras hallazgo de cisternas","
 Las autoridades identificaron desconexión de GPS y falta de hoja ...","Economía","Daniel Zenteno","21 de marzo de 2025","https://www.la-razon.com/economia/2025/03/21/1050417/"
"Morales acusa a Arce de conocer la situación del gas y no hacer observaciones","
 El exmandatario considera que el actual presidente intenta “lavarse las ...","Economía","Daniel Zenteno","21 de marzo de 2025","https://www.la-razon.com/economia/2025/03/21/morales-acusa-a-arce-de-conocer-la-situacion-del-gas-y-no-hacer-observaciones/"
"Pese al acuerdo, Choferes dan plazo de 48 horas para destitución de autoridades","
 Caso contrario, el sector del transporte acatará el paro de ...","Economía","Daniel Zenteno","21 de marzo de 2025","https://www.la-razon.com/economia/2025/03/21/pese-al-acuerdo-choferes-dan-plazo-de-48-horas-para-destitucion-de-autoridades/"
"Fabriles toman el Ministerio de Trabajo y piden la renuncia de su titular","
 Erland Rodríguez juró en el cargo hace menos de un ...","Economía","Daniel Zenteno","25 de febrero de 2025","https://www.la-razon.com/economia/2025/02/25/fabriles-toman-el-ministerio-de-trabajo-y-piden-la-renuncia-de-su-titular/"
"En cuatro años, el Gobierno creó ocho fondos para el sector productivo","
 Según Marcelo Montenegro, ministro de Economía, ninguna otra gestión brindó ...","Economía","Daniel Zenteno","25 de febrero de 2025","https://www.la-razon.com/economia/2025/02/25/1040736/"
